,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.5144562038962237,1.0309946116404496,-1.3893380550332475,-0.5975534862765345,-0.1854685652401679,-0.3029846798712862,-0.1828669410684491,0.6106871707760942,1.3769420326300563,-0.6137782752826224,-1.0549981908410777,5.0
1,-0.24117077026319367,2.0878793528473785,-1.3893380550332475,0.5492425602843799,0.921415969001277,1.030028441231088,0.8753242115923833,0.037658375587233915,-0.8064068340771932,0.35799011899070515,-0.5745648474177071,5.0
2,-0.24117077026319367,1.3832895253760928,-1.180946088052043,0.13614929085731464,0.6463476813996224,0.15827395927649268,0.5125438572631185,0.15226413462499325,-0.3838231824564374,0.13215826378052706,-0.5745648474177071,5.0
3,1.6369625359831714,-1.4350697845090497,1.5281494827036133,-0.5975534862765345,-0.2431356304710406,0.35834754726744433,0.6864823701601039,0.7252929298138536,-1.0881292684910324,-0.43814304912639374,-0.5745648474177071,6.0
4,-0.5144562038962237,1.0309946116404496,-1.3893380550332475,-0.5975534862765345,-0.1854685652401679,-0.3029846798712862,-0.1828669410684491,0.6106871707760942,1.3769420326300563,-0.6137782752826224,-1.0549981908410777,5.0
5,-0.5144562038962237,0.7961313358166882,-1.3893380550332475,-0.8312872218945044,-0.2431356304710406,-0.06047579537480421,0.04930955496645486,0.6106871707760942,1.3769420326300563,-0.6137782752826224,-1.0549981908410777,5.0
6,-0.1750396288499177,0.443836422081045,-1.076750104561441,-1.395317337904907,-0.6061624606259813,0.15827395927649268,0.6583245468238177,-0.1915531424883484,-0.10210074804259815,-1.5983310707596456,-1.0549981908410777,5.0
7,-0.5850861967889823,0.7374155168607477,-1.3893380550332475,-3.3681524691933773,-0.8661680511736048,0.15827395927649268,-0.8017219452502153,-1.223004973828246,0.5317747293885418,-1.490690570543034,-0.34858095744855244,7.0
8,-0.24117077026319367,0.32640478416916396,-1.2851420715426454,-0.3876552256059788,-0.3608130582051948,-0.5769922469272182,-0.9796235632864134,0.037658375587233915,0.3204829035781607,-0.5251902927432915,-0.9311225571850525,7.0
9,-0.44477429326293266,-0.14332176747835956,0.48618964779759133,2.736724212108128,-0.48175971813651536,0.35834754726744433,1.6616657532965595,0.6106871707760942,0.25005229497470244,1.1714120447127094,0.17964461572522594,5.0
10,-1.030321014372643,0.32640478416916396,-0.9725541210708387,-0.8312872218945044,0.8767612208912903,0.15827395927649268,0.8227680207692133,-0.47806754008274677,-0.24296196524951777,-0.7958016201745829,-1.3108375072665435,5.0
11,-0.44477429326293266,-0.14332176747835956,0.48618964779759133,2.736724212108128,-0.48175971813651536,0.35834754726744433,1.6616657532965595,0.6106871707760942,0.25005229497470244,1.1714120447127094,0.17964461572522594,5.0
12,-1.9613200186402142,0.5319101505149558,-1.3893380550332475,-1.395317337904907,0.5020096086755633,0.2603963634970587,0.6583245468238177,-1.3949136123849488,1.8699562928542766,-0.984695371567449,-0.46045325775348217,5.0
13,0.44369470985148984,0.5612680599929261,-0.4515742036178281,1.6380740586851619,3.4706376456381327,2.56956326332586,2.4100002463127783,1.0691102069271952,-1.0881292684910324,1.648448105908312,-1.3108375072665435,
14,0.44369470985148984,0.5612680599929261,-0.3994762118725269,1.7045877155028035,3.31962367110925,2.5237074358743365,2.4563281498298704,1.0691102069271952,-1.0176986598875741,1.925042805660076,-1.3108375072665435,5.0
15,0.20497566807920065,-1.4350697845090497,1.5281494827036133,-0.8312872218945044,0.6463476813996224,1.6908790421391144,1.681259795884087,0.09496125510611358,-0.10210074804259815,0.8483909153636375,0.17964461572522594,5.0
16,-0.5144562038962237,0.3851206031251045,-0.9725541210708387,2.002852262525727,0.3527218483134829,-1.077727368003017,-0.3982486722741816,0.3814756527005119,0.4613441207850803,-1.1809985844911426,-1.5781409837758853,7.0
17,0.44369470985148984,-1.787364698244693,1.1113655487412042,-0.8312872218945044,-0.12855533946646253,1.3124198670557337,0.6864823701601039,0.037658375587233915,0.5317747293885418,-0.8893574347346656,-1.0549981908410777,
18,-0.3760153490108209,-0.7891957759937046,0.225699689071086,0.13614929085731464,0.1453588593878034,0.8774052031501528,0.9773788857892318,0.8398986888516129,1.4473726412335177,0.13215826378052706,-0.6909925518401151,4.0
19,-0.1750396288499177,-0.5543325001699428,-0.2952802283819248,-1.395317337904907,1.2630656705761973,-0.4354131738826838,-0.06363734134574009,-0.07694738345052543,-1.0176986598875741,1.8162322083370235,-0.9311225571850525,
20,0.20497566807920065,-0.2020375864343001,-0.8162601458349357,0.13614929085731464,0.25027477400677556,-0.5769922469272182,0.8753242115923833,0.037658375587233915,-1.0176986598875741,-0.8893574347346656,-1.0549981908410777,6.0
21,-0.8776269358711626,-0.7304799570377641,-0.6599661705990323,0.28388160912041704,0.30179963303575813,0.7156569429666116,0.04930955496645486,0.037658375587233915,0.8134971638023809,-0.024263540124890667,-0.6909925518401151,5.0
22,-1.3498818503559882,-0.7891957759937046,-0.5557701871084302,-2.163684544133361,0.03785216827227732,-0.3029846798712862,-0.6923634424007887,-0.7072790581582654,0.1796216863712411,-0.6137782752826224,-1.181537137619455,5.0
23,-0.3760153490108209,-0.6717641380818239,-0.1389862531460216,-0.8312872218945044,0.03785216827227732,-1.5151597877821998,-1.4904287213679726,-0.30615890152610775,-0.24296196524951777,-0.35258386568100447,-0.9311225571850525,5.0
24,-0.1750396288499177,-0.5543325001699428,-0.2952802283819248,-1.395317337904907,1.2630656705761973,-0.4354131738826838,-0.06363734134574009,-0.07694738345052543,-1.0176986598875741,1.8162322083370235,-0.9311225571850525,6.0
25,-0.7292961477272273,1.08971043059639,-1.3893380550332475,-0.5975534862765345,0.03785216827227732,0.05150571204543466,-0.14237124441323584,0.2668698936627526,1.0952195982162203,-0.7039625232955398,-1.0549981908410777,5.0
26,-0.24117077026319367,0.7080576073827773,-1.3893380550332475,-0.3876552256059788,0.1453588593878034,-0.7294880266550337,-1.1095250419923885,-0.1915531424883484,0.4613441207850803,-0.35258386568100447,-0.5745648474177071,5.0
27,-1.030321014372643,0.884205064250599,-1.0246521128161399,0.28388160912041704,0.5020096086755633,0.35834754726744433,1.2395831029980753,-0.5353704196016265,0.25005229497470244,-0.7958016201745829,-0.23887464327670083,5.0
